County,Property Name,Address,Address Description,City,Listed Date
Dubuque,"Bell, John, Block",1301  Central Ave ,1301-1307 Central Ave,Dubuque,20-Dec-02
Dubuque,"Round Barn, Dubuque Township",2810 N Cascade Rd ,,Dubuque,30-Jun-86
Dubuque,Dubuque City Hall,50 W 13th St ,,Dubuque,14-Sep-72
Dubuque,Carnegie Stout Public Library,360 W 11th St ,At Bluff St,Dubuque,01-Aug-75
Dubuque,Dubuque Young Men's Christian Association Building,125 W 9th St ,,Dubuque,31-Jan-02
Dubuque,Dubuque County Jail,36 E 8th St ,E 8th St and Central Ave,Dubuque,27-Jun-72
Dubuque,Washington Square,  6th St ,,Dubuque,14-Jul-77
Dubuque,Dubuque Star Brewery,500 E 4th St ,,Dubuque,24-Apr-07
Dubuque,Langworthy House,1095 W 3rd St ,,Dubuque,14-Oct-75
Dubuque,"Thedinga, J. H., House",340 W 5th St ,5th and Bluff Sts,Dubuque,07-Nov-76
Dubuque,Dubuque County Courthouse,720  Central Ave ,,Dubuque,23-Jun-71
Dubuque,"Basilica of St. Francis Xavier, Church and Rectory",114  2nd St SW,,Dyersville,29-Sep-99
Dubuque,Allen House,515  1st Ave W,,Dyersville,10-Jul-75
Dubuque,Epworth School,310 W Main St ,,Epworth,21-Apr-04
Dubuque,"Kidder, Zephaniah, House",206  1st St NE,,Epworth,14-Nov-78
Dubuque,Lincoln Elementary School,,4 mi NNE of Farley,Farley,24-Jul-75
Dubuque,Western Hotel,  Hwy 52  ,1/2 mi E of Holy Cross,Holy Cross,07-Nov-76
Dubuque,St. Boniface of New Vienna Historic District,7401  Columbus St ,"Iowa, Jackson, Washington, divided by Columbus and Church St",New Vienna,29-Sep-99
Dubuque,Haberkorn House & Farmstead,,1/4 mi NW of Sherrill,Sherrill,25-Jan-80
Dubuque,Sherrill Mount House,5259 S Mound Rd ,Previously Jct of Peter Fries St. and County Rd C94,Sherrill,11-Jul-02
Emmet,Thomsen Round Barn,,Approx 3 mi S of Armstrong,Armstrong,30-Jun-86
Emmet,Ellsworth Ranch Bridge,  130th St ,7 mi NW of Armstrong,Armstrong,15-Jul-98
Emmet,Brugjeld/Peterson Family Farmstead District,2349  450th Ave ,,Wallingford,06-Apr-00
Fayette,"Nus, August, Round Barn",,1 1/2 miles NE of Arlington,Arlington,11-Jul-86
Fayette,Union Sunday School,  Larrabee St ,Located on NW corner of McGregor & Larrabee Sts.,Clermont,05-Nov-74
Fayette,"Lincoln, Abraham, Statue and Park",  Stone St ,Located on the SE corner of Stone & Mill Sts.,Clermont,30-Oct-00
Fayette,Bigler Building,210  Mill St ,,Clermont,09-Jun-95
Fayette,Montauk,,Located 1 mile NE of Clermont on U.S. 18,Clermont,21-Feb-73
Fayette,Church of the Saviour Episcopal Church and David Henderson Statue,  Mill St ,Located on the NW corner of Mill & Thompson Sts.,Clermont,30-Oct-00
Fayette,Clermont Public School,505  Larrabee St ,,Clermont,22-Nov-95
Fayette,Eldorado Bridge,  State St ,Located in town of Eldorado,Eldorado,25-Jun-98
Fayette,Elgin Block,225  Center St ,225-231 Center St,Elgin,08-May-08
Fayette,Twin Bridge,,Located 2.7 miles SW of Fayette on Little Volga River,Fayette,25-Jun-98
Fayette,College Hall, E Clark St ,Located in 200 block of E Clark St,Fayette,07-Nov-76
Fayette,"Chicago, Milwaukee, St. Paul & Pacific RR Depot",,Located 1 1/4 miles NE of Fayette,Fayette,28-Dec-78
Fayette,Maynard Town Hall/Jail,330  Main St ,,Maynard,30-Oct-97
Fayette,Otter Creek Bridge,,Located 1 .7 miles northwest of Oelwein,Oelwein,25-Jun-98
Fayette,"Hanson, Alfred, House",403 N Frederick Ave ,,Oelwein,12-Jul-84
Fayette,Hotel Mealey,102 S Frederick Ave ,,Oelwein,27-Jan-83
Fayette,Mill Race Bridge #153120,,Approx  miles NE of Saint Lucas on Turkey River.,Saint Lucas,25-Jun-98
Fayette,Saint Luke's School and Recreation Center,212 E Main St ,,Saint Lucas,24-Aug-05
Fayette,West Auburn Bridge,,Located Approx 4.5 miles SE of St. Lucas on Turkey River,Saint Lucas,25-Jun-98
Fayette,Sumner Bridge,,Located on the Northeastern edge of Sumner,Sumner,25-Jun-98
Fayette,Hobson Block,110 S Vine St ,110-114 S Vine St,West Union,07-Nov-08
Fayette,Maple View Sanitarium,100 N Walnut St ,,West Union,21-Jul-98
Fayette,Vine Street Bridge,  Vine St ,On Vine St over Otter Creek,West Union,25-Jun-98
Fayette,Fayette County Courthouse,114 N Vine St ,On Vine St. between Adams and Elm Sts - Courthouse Square,West Union,02-Jul-81
Fayette,Grimes Octagon Barn,,Located Approx 2 1/ miles SE of Western Union,West Union,11-Jul-86
Fayette,First Baptist Church of West Union,201 N Vine St ,"NW corner of E Main, Vine, and Adams Sts",West Union,07-Oct-99
Fayette,Stoe Creek Bridge,,Located 1 1/4 miles north of westgate on Stoe Creek,Westgate,25-Jun-98
Floyd,"Dr. Salsbury's Laboratories, Main Office and Production Lab Building",500  Gilbert St ,,Charles City,07-Mar-96
Floyd,Wildwood Park Historic District,1  Wildwood Rd ,,Charles City,25-Sep-98
Floyd,"Lane, Lucius and Maria Clinton House",2379  Timber Ave ,,Charles City,24-Apr-95
Floyd,Floyd County Courthouse,101 S Main St ,,Charles City,28-Aug-03
Floyd,Main Street Bridge,  Main St ,,Charles City,12-Mar-99
Floyd,Cook Farm,,2 miles S. of Charles City,Charles City,18-Jun-79
Floyd,"Paar, Charles Henry, House",100  Hulin St ,,Charles City,24-Jan-80
Floyd,Central Park--North Main Street Historic District,,100-200 N Main St. and 300 block N Jackson  St,Charles City,10-Aug-76
Floyd,"Hart, Charles Walter, House",800  3rd Ave ,,Charles City,25-Jan-80
Floyd,Spotts Round Barn,,11/2 miles W of Charles City,Charles City,30-Jun-86
Floyd,"Miller, Alvin House",1107  Court St ,,Charles City,16-Nov-78
Floyd,"Dodd, A.B.C. House",310  3rd Ave ,,Charles City,22-May-78
Floyd,Tyden Farm No. 6 Farmstead,1145  300th St ,,Dougherty,11-Jun-09
Floyd,Marble Rock Bank,313  Bradford St ,,Marble Rock,10-Nov-82
Floyd,River Street Bridge,  River St ,over drainage ditch,Marble Rock,25-Jun-98
Floyd,Hawkeye Street Underpass, S Hawkeye St ,,Nora Springs,25-Jun-98
Floyd,Brooks Round Barn,,6 miles E of Powersville,Powersville,30-Jun-86
Floyd,Rockford Mill,108  4th St SE,,Rockford,28-Jul-83
Franklin,"Wood, Herman, Round Barn",,Approximately 5 miles South of Bradford,Bradford,30-Jun-86
Franklin,"Harriman, Dr. O. B., House",26  10th St NW,,Hampton,05-Feb-87
Franklin,"Boehmler, H. E., House",105  2nd St SE,,Hampton,13-Dec-91
Franklin,Hampton Double Square Historic District,,"2nd Ave NW, 1st Ave SW, Alleys W of 1st St, E of Franklin",Hampton,28-Aug-03
Franklin,Franklin County G.A.R. Soldiers' Memorial Hall,3  Federal St N,,Hampton,13-Dec-91
Franklin,Franklin County Sheriff's Residence and Jail,18  Central Ave E,,Hampton,16-Aug-96
Franklin,Beeds Lake State Park: Civilian Conservation Corps Area,,Approximately 1 mile Northwest of Hampton,Hampton,15-Nov-90
Franklin,Maysville School House,,East edge of Hampton,Hampton,17-Jun-81
Franklin,"Reeve, Leander, House",,Approximately 3 miles Southeast of Hampton,Hampton,17-Jul-79
Franklin,Reeve Electrical Association Plant,,Approximately 3 miles Southwest of Hampton,Hampton,06-Apr-90
Franklin,Franklin County Courthouse,  Central Ave E,@ 1st Street NW,Hampton,13-Aug-76
Fremont,Hamburg Public Library,1301  Main St ,,Hamburg,23-May-83
Fremont,St. Patrick Church,  3rd St ,,Imogene,07-Jul-83
Fremont,Chautauqua Pavillion,,Town of Riverton,Riverton,22-Oct-76
Fremont,Fremont County Courthouse,  Clay St ,Clay St. between Illinois and Indiana,Sidney,02-Jul-81
Fremont,Tabor Anti-Slavery Historic District,  Park St ,"Park, Center, Orange, Elm Sts",Tabor,31-Oct-07
Fremont,Hunter School,  Hwy 275  ,NW corner Hwy 275 and Hwy J18,Tabor,09-Jan-07
Fremont,Tabor Congregational Church,405  Elm St ,,Tabor,06-Oct-11
Fremont,Todd House,  Park St ,,Tabor,15-Aug-75
Fremont,"Rector, Jason and Elizabeth (Baylor), House",2174  Bluff Rd ,,Thurman,05-Feb-02
Greene,St. Patrick's Catholic Church,,"4 mi W of E19, 1/2 N on gravel road",Churdan,11-Jul-92
Greene,Lincoln Highway: Grand Junction Segment,,Through & 1 mi E of Grand Junction,Grand Junction,29-Mar-93
Greene,Lincoln Highway: West Beaver Creek Abandoned Segment,,Approx. 1 mi E of Grand Junction,Grand Junction,29-Mar-93
Greene,Lincoln Highway: Buttrick's Creek to Grand Junction Segment,,West of Grand Junction,Grand Junction,29-Mar-93
Greene,Lincoln Highway: Little Beaver Creek Bridge,,2.5 mi E & 1 mi N of Grand Junction,Grand Junction,29-Mar-93
Greene,Frantz Round Barn,,2 mi E of Grand Junction,Grand Junction,30-Jun-86
Greene,Lincoln Statue, E Lincoln Way ,E. Lincoln Way & Chestnut Sts,Jefferson,29-Mar-93
Greene,Lincoln Highway:  Raccoon River Rural Segment,,"Cty Rd E53 appr. 0.1 mi W of Jefferson, W across Raccoon Riv",Jefferson,29-Mar-93
Greene,"Chicago, Milwaukee, & St. Paul Depot -- Jefferson",507 E Lincoln Way ,,Jefferson,30-Sep-94
Greene,Lincoln Highway: Marker (2), E Lincoln Way ,E. Lincoln Way & Chestnut Sts,Jefferson,29-Mar-93
Greene,Greene County Courthouse, E Lincoln Way ,E. Lincoln Way & Chestnut Sts,Jefferson,14-Dec-78
Greene,"Gallup, George H., House",703 S Chestnut St ,,Jefferson,18-Jul-85
Greene,Lincoln Highway: Buttrick's Creek Abandoned Segment,,Approx. 3.5 mi E of Jefferson,Jefferson,29-Mar-93
Greene,Squirrel Hollow County Park Historic District,,Approx. 3 mi SE of Jefferson,Jefferson,23-Dec-91
Greene,Lincoln Highway: Marker (1),403 W Lincoln Way ,,Jefferson,29-Mar-93
Greene,Lincoln Highway: West Greene County Rural Segment,,Approx. .5 mi N of Scranton,Scranton,29-Mar-93
Grundy,Grundy County Court House,  Grundy Ave ,,Grundy Center,02-Jul-81
Grundy,Neessen House,601 E 4th St ,,Wellsburg,12-Jan-84
Guthrie,"Cretsinger, John, House",1363  Burl Ln ,,Coon Rapids,07-Oct-98
Guthrie,"Garst, Roswell and Elizabeth, Farmstead Historic District",1390  Hwy 141  ,1 mi S of Coon Rapids,Coon Rapids,12-Aug-09
Guthrie,Springbrook State Park: Civilian Conservation Corps Area,,State Hwy 384 & County Hwy F25,Guthrie Center,15-Nov-90
Guthrie,All Saints Catholic Church,420 N Fremont St ,,Stuart,07-Dec-00
Guthrie,Masonic Temple Building,111 NW 2nd St ,pka 1311 N 2nd St,Stuart,12-Apr-96
Hamilton,"Oakland, William, Round Barn",,Approx. .5 mi N of Blairsburg,Blairsburg,11-Jul-86
Hamilton,State Bank of Stratford,801  Shakespeare Ave ,801-803 Shakespeare Ave,Stratford,07-Jul-83
Hamilton,Webster City Post Office,801  Willson Ave ,,Webster City,06-Jul-82
Hamilton,"Young, Kendall, Library",1201  Willson Ave ,,Webster City,23-May-83
Hamilton,"Zitterell, William J. & Hattie J., House",821  Division St ,,Webster City,16-Feb-96
Hamilton,Tremaine Bridge,,5.6 mi S of Webster City,Webster City,15-May-98
Hamilton,Albright Bridge,,4.3 mi S of Webster City,Webster City,25-Jun-98
Hamilton,Schultz Brothers Drug Store,116  Main St ,,Williams,16-May-96
Hancock,"Stubbins, George E. , House",248  1st Ave SW,,Britt,19-May-99
Hancock,Pilot Knob State Park: Trail Area (Area 6a-6c),,SE of Forest City,Forest City,15-Nov-90
Hancock,Pilot Knob State Park: Observation Tower (Area 2),,SE of Forest City,Forest City,15-Nov-90
Hancock,Pilot Knob State Park: Picnic Shelter (Area 3),,SE of Forest City,Forest City,15-Nov-90
Hancock,Pilot Knob State Park: Amphitheatre (Area 4),,SE of Forest City,Forest City,15-Nov-90
Hancock,Pilot Knob State Park: Portals (Area 5a),,SE of Forest City,Forest City,15-Nov-90
Hancock,Pilot Knob State Park: Portals (Area 5b),,SE of Forest City,Forest City,15-Nov-90
Hancock,Avery Theatre,495  State St ,State and 5th St,Garner,12-Nov-08
Hancock,Hancock County Courthouse,  State St ,Between 8th and 9th St.,Garner,02-Jul-81
Hardin,Illinois Central Combination Depot--Ackley,  Park Ave ,N of Railroad St (now Park Ave) between State & Mitchell St.,Ackley,06-Sep-90
Hardin,Alden Bridge,  Main St ,,Alden,15-May-98
Hardin,Alden Public Library,1012  Water St ,,Alden,17-Mar-81
Hardin,First Congregational Church,1209  12th St ,12th Ave & 12th St,Eldora,04-Dec-96
Hardin,Eldora Public Library,1209  14th Ave ,,Eldora,23-May-83
Hardin,Eldora Downtown Historic District,,Approx 10 blocks around the courthouse square,Eldora,12-May-09
Hardin,Civilian Conservation Corps/Prisoner of War Recreational Hall,301  11th Ave ,Hardin County Fairgrounds,Eldora,27-Jan-12
Hardin,Hardin County Home Historic District,28483  Co. Hwy D41  ,,Eldora,24-May-10
Hardin,Hardin County Courthouse,1215  Edgington Ave ,Edgington Ave. between Washington & 12th Sts.,Eldora,02-Jul-81
Hardin,Iowa Falls Bridge,  Oak St ,US Highway 65 Over Iowa River,Iowa Falls,15-May-98
Hardin,Metropolitan Opera House,513  Washington Ave ,513-517 Washington Ave,Iowa Falls,20-Feb-75
Hardin,Union Cemetery Gardener's Cottage,  Cedar St ,"Union Cemetery between Siloam Ave, Pine St, and Cedar St",Iowa Falls,24-Jan-02
Hardin,Washington Avenue Historic Commercial District,,"401-714 Washington, 300 blk Stephens, 200-300 blk Oak",Iowa Falls,31-Oct-12
Hardin,W.R.C. Hall,710  Washington Ave ,,Iowa Falls,01-Oct-93
Hardin,Sentinel Block,702  Washington Ave ,,Iowa Falls,01-Oct-93
Hardin,McClanahan Block,613  Washington Ave ,,Iowa Falls,01-Oct-93
Hardin,Princess--Sweet Shop,607  Washington Ave ,,Iowa Falls,01-Oct-93
Hardin,First National Bank,601  Washington Ave ,"601, 603-605 Washington Ave",Iowa Falls,01-Oct-93
Hardin,River Street Bridge,  River St ,River St. over Iowa River,Iowa Falls,15-May-98
Hardin,Carnegie-Ellsworth Public Library,520  Rocksylvania Ave ,,Iowa Falls,23-May-83
Hardin,Mills Tower Historic District,,E Rocksylvania Ave,Iowa Falls,06-Sep-90
Hardin,Iowa Falls Union Depot, E Rocksylvania Ave ,E Rocksylvania Ave and Depot St,Iowa Falls,06-Sep-90
Hardin,Edgewood School of Domestic Art,719  River St ,,Iowa Falls,19-Apr-79
Hardin,St. Matthew's by the Bridge Episcopal Church,501  Railroad St ,501 & 507 Railroad St,Iowa Falls,01-Oct-93
Hardin,Slayton Farms Round Barn,20478  135th St ,,Iowa Falls,07-Jul-99
Hardin,Federal Building (U.S. Post Office),401  Main St ,,Iowa Falls,05-Jan-94
Hardin,Estes Park Band Shell,  Estes St ,Estes Park,Iowa Falls,01-Oct-93
Hardin,Washington Avenue Bridge,  Washington Ave ,,Iowa Falls,15-May-98
Hardin,Ellsworth-Jones Building,511  Washington Ave ,,Iowa Falls,01-Oct-93
Hardin,Honey Creek Friends Meeting House,,Approx. 2.5 mi S of New Providence,New Providence,08-Feb-80
Hardin,New Providence School Gymnasium,106 N Main St ,,New Providence,22-Oct-96
Hardin,Folkert Mound Group,,,Steamboat Rock,17-Mar-09
Hardin,Steamboat Rock Community School,306 W Market St ,,Steamboat Rock,31-Mar-04
Harrison,I.O.O.F. Hall,613  Iowa Ave ,613-615 Iowa Ave,Dunlap,23-Jun-11
Harrison,"Wheeler, John R., Jr., House",407 S 3rd St ,,Dunlap,06-Nov-86
Harrison,Murray General Merchandise Store,  2nd St ,SW corner of Mulberry and 2nd Sts,Little Sioux,31-Jul-98
Harrison,Harrison County Courthouse,  7th St ,Between 1st and 2nd sts.,Logan,02-Jul-81
Harrison,State Savings Bank,312 E 7th St ,,Logan,18-Apr-85
Harrison,Old Harrison County Courthouse,401  Locust St ,,Magnolia,24-Feb-83
Harrison,"Haner, William, Polygonal Barn",,5 mi E. of Pisgah,Pisgah,30-Jun-86
Harrison,Woodbine Public Library,58  5th St ,,Woodbine,23-May-97
Harrison,Woodbine Savings Bank,424  Walker St ,,Woodbine,27-Mar-12
Harrison,Siebels' Department Store / Boyer Valley Bank,501  Walker St ,501-505 Walker St,Woodbine,06-Jun-12
Harrison,The Woodbine Lincoln Highway and Brick Street Historic District,,"101-524 Lincoln Way,303-524 Walker, 3rd,4th,5th,Hawthorne",Woodbine,29-Jan-13
Henry,Camp Harlan / Camp McKean Historic District,2260  Hickory Ave ,,Mount Pleasant,02-Jan-13
Henry,Henry County Savings Bank,100 S Main St ,,Mount Pleasant,06-Sep-91
Henry,Timmerman-Burd Building,118 S Main St ,,Mount Pleasant,06-Sep-91
Henry,Louisa Building,120 S Main St ,,Mount Pleasant,06-Sep-91
Henry,Zuhn Building,201 E Monroe St ,,Mount Pleasant,06-Sep-91
Henry,National State Bank,101 W Monroe St ,,Mount Pleasant,06-Sep-91
Henry,Union Block Building,109 W Monroe St ,109-113 West Monroe Street,Mount Pleasant,06-Sep-91
Henry,McCandless Building,115 W Monroe St ,,Mount Pleasant,06-Sep-91
Henry,City Hall,220 W Monroe St ,,Mount Pleasant,06-Sep-91
Henry,"Cooper, George and Margaret, House",400 W Monroe St ,,Mount Pleasant,02-May-97
Henry,Henry County Courthouse,100 W Washington St ,Between Main and Adams,Mount Pleasant,02-Jul-81
Henry,"Ball, Justin, House",500 W Monroe St ,,Mount Pleasant,18-May-94
Henry,"Wilson, Paton and Hannah, House",1360  285th St ,,Mount Pleasant,28-Oct-10
Henry,Brazelton House,401 N Main St ,,Mount Pleasant,27-Jan-83
Henry,Masters Building,221 W Monroe St ,,Mount Pleasant,06-Sep-91
Henry,Masonic Temple Theater,115 N Main St ,,Mount Pleasant,06-Sep-91
Henry,Budde-Singer Building,110 N Main St ,,Mount Pleasant,06-Sep-91
Henry,Brazelton House Hotel,100 N Main St ,,Mount Pleasant,22-Sep-86
Henry,First National Bank,101 S Jefferson St ,,Mount Pleasant,06-Sep-91
Henry,Harlan House Hotel,122 N Jefferson St ,,Mount Pleasant,16-Nov-87
Henry,"Allen, G.W.S., House",207 E Henry St ,,Mount Pleasant,11-Apr-85
Henry,"Ambler, Henry, House",405 N Broadway St ,,Mount Pleasant,10-Apr-86
Henry,Harlan-Lincoln House,101 W Broad St ,,Mount Pleasant,25-May-73
Henry,Old Main,  Broad St ,Iowa Wesleyan College Campus,Mount Pleasant,26-Mar-73
Henry,Mount Pleasant Public Library,200 N Main St ,,Mount Pleasant,23-May-83
Henry,Pleasant Lawn School Historic District,,3 miles NE of Mt. Pleasant,Mount Pleasant,25-Mar-87
Henry,Smith and Weller Building,100 E Main St ,,New London,28-Aug-03
Henry,"Geode State Park, CCC Area",,6 miles South of New London,New London,15-Nov-90
Henry,McClellan's General Store,107 E Main St ,,New London,28-Aug-03
Henry,J. E. Peterson Manufacturing Building,213 W Main St ,,New London,29-Aug-97
Henry,"Bangs, John and Lavina, Residence",2759  Old Highway 34  ,,New London,28-Aug-03
Henry,Oakland Mills Bridge,,0.3 miles South of Oakland Mills,Oakland Mills,15-May-98
Henry,Lamm-Pollmiller Farmstead District,1584  335th St ,,Salem,28-May-10
Henry,Cook-Johnson House,3091  Franklin Ave ,,Salem,28-May-10
Henry,Collins-Bond House,402 S Main St ,,Salem,28-Oct-10
Henry,"Reeves, Isaac C. and Agnes, House",209 S Main St ,,Salem,28-Oct-10
Henry,Farmers Saving Bank,101 S Main St ,,Salem,28-May-10
Henry,Bicksler Block,101 W Cherry St ,101-103 West Cherry Street,Salem,28-May-10
Henry,Holtkamp Round Barn,,2.5 miles SE of Salem,Salem,30-Jun-86
Henry,Fish Creek Bridge,,2.1 miles East of Salem,Salem,15-May-98
Henry,"Lewelling, Henderson and Elizabeth (Presnel), House",401 S Main St ,,Salem,02-Jun-82
Henry,Swedish Evangelical Lutheran Church,1897  140th St ,,Swedesburg,15-Jul-99
Henry,"Hult, Charles E., Residence, Summer Kitchen & Wood Shed",1904  140th St ,,Swedesburg,15-Jul-99
Henry,Swedesburg Historical Commercial District,107  Highway 218  ,NW corner of Highway 218 and Park St,Swedesburg,28-Jul-99
Henry,Red Ball Garage,1901  140th St ,,Swedesburg,15-Jul-99
Henry,"Hultquist, John, House",105  Park St ,,Swedesburg,28-Jul-99
Howard,Cresco Opera House,115  2nd Ave W,,Cresco,27-Aug-81
Howard,Howard County Courthouse,  Elm St ,,Cresco,02-Jul-81
Howard,Kellow House,324  4th Ave W,,Cresco,22-Nov-77
Howard,Lime Springs Mill Complex,,N edge of Lime Springs,Lime Springs,11-Apr-77
Howard,Bohemian Savings Bank,  Main St ,E. Side,Protivin,13-Sep-90
Howard,Polygonal Barn,,apx 2 mi NW of Protivin,Protivin,30-Jun-86
Howard,"Fellows, James C., House",207 E Main St ,,Riceville,21-Jun-82
Humboldt,Humboldt County Courthouse,203  Main St ,,Dakota City,28-Aug-03
Humboldt,"Brown, Corydon, House",,SE Edge of Dakota City,Dakota City,14-Nov-78
Humboldt,"Taft, Stephen Harris, House",809  1st Ave N,,Humboldt,27-Dec-02
Humboldt,Des Moines River Bridge,  Hwy 3  ,"over W fork of Des Moines River, 2.1 miles W. of Humboldt",Humboldt,15-May-98
Humboldt,Humboldt Public Library,30  6th St N,,Humboldt,23-May-83
Humboldt,Berkhimer Bridge,  245th St ,"over Des Moines River, 1 mile W of Humboldt",Humboldt,15-May-98
Humboldt,Renwick Generating Plant,103 N Field St ,,Renwick,17-Feb-95
Ida,"Warnock, Dr. Francis B., House",201  Maple St ,,Battle Creek,13-Oct-88
Ida,Waveland Round Barn,,Located 8 miles West Of Holstein,Holstein,30-Jun-86
Ida,Moorehead Stagecoach Inn,,Located Northeast Of Ida Grove Off Hwy 175,Ida Grove,27-Aug-74
Ida,Ida County Courthouse,401  Moorehead St ,,Ida Grove,15-Mar-74
Ida,"Bell, Alvin Bushnell, House",310  Quinby St ,,Ida Grove,27-Jan-83
Iowa,Amana Villages,,"Amana, Homestead, E, S, W, Middle, and High Amana",Amana,15-Oct-66
Iowa,Plagmann Round Barn,,"Apx 3 miles W of Conroy, off IA 209",Conroy,30-Jun-86
Iowa,Lenox Township Church of the New Jerusalem,,Apx 3 miles NE of High Amana,High Amana,29-Sep-83
Iowa,Ladora Savings Bank,811  Pacific St ,,Ladora,03-Aug-90
Iowa,Iowa County Courthouse,  Court Ave ,,Marengo,02-Jul-81
Iowa,Indian Fish Weir,,Approx. 1.5 mi SE of Middle Amana,Middle Amana,21-Jul-88
Iowa,"Baird, E. J., House",  Jackson St ,At Fremont St,Millersburg,25-Feb-82
Iowa,"Turner, Fred G., House",,Approximately2.5 miles North of North English,North English,27-Jun-85
Iowa,"St. Michael's Church, Cemetery, Rectory and Ancient Order of Hiberians Hall",,Approximately 5 miles East of Parnell on Highway F52,Parnell,20-Jan-83
Iowa,"Hughes, David & M. Maria, House",101 W Penn St ,,Williamsburg,28-Jun-96
Iowa,Pilot Grove,,Apx .5 miles SW of Williamsburg,Williamsburg,17-Nov-77
Jackson,Insane Asylum at the County Poor Farm,,3 miles NW of Andrew,Andrew,24-Jul-92
Jackson,"DeFries House, Barn and Carpenter Shop",,"2 mi. NW of Andrew, Eside of Co.Rd (232 Ave) W of jct w/IA62",Andrew,24-Jul-92
Jackson,"Slye, Thomas, House",,"2.5 mi N. of Andrew, S of CO. Rd. (184th St), E of jct IA 62",Andrew,24-Jul-92
Jackson,Jackson County Jail,  Emmett St ,,Andrew,12-Dec-78
Jackson,"Butterworth, Nathaniel, House",,"1/2 mile N. of Andrew, E side of IA62",Andrew,24-Jul-92
Jackson,"Sieben, Mrs. Margaret, House",,1 mile N. of Baldwin,Baldwin,24-Jul-92
Jackson,Central School,,7 miles NW of Baldwin,Baldwin,24-Jul-92
Jackson,Mill Rock School,,1/2 mile S. of Baldwin,Baldwin,24-Jul-92
Jackson,"Roling, Henry, House",  Spruce Creek Rd ,"3 miles NW of Bellevue, W of jct. W/ US 52",Bellevue,30-Aug-91
Jackson,Dyas Hexagonal Barn,,"1.5 miles SE of Bellevue, US 52 Bellevue",Bellevue,30-Jun-86
Jackson,"Dyas, William, Barn",,"1 mile S. of Bellevue, Co Rd Z-15, SW of jct US 52, Bellevue",Bellevue,30-Aug-91
Jackson,Bellevue Herald Building,130 S Riverview St ,,Bellevue,30-Aug-91
Jackson,"Dyas, George, House",,"1 mi S. of Bellevue, Co Rd Z15, SW of jct w/ US 52",Bellevue,30-Aug-91
Jackson,Building at 130-132 North Riverview Street,130 N Riverview St ,,Bellevue,30-Aug-91
Jackson,Spring Side,,"1/2 miles W. of Bellevue, Jct. of US 52 & Ensign Road",Bellevue,28-Dec-90
Jackson,Fritz Chapel,  Spruce Creek Rd ,"3.5 miles NW of Bellevue,  W of Jct w/ US 52",Bellevue,30-Aug-91
Jackson,Kucheman Building,100 N 2nd St ,,Bellevue,30-Aug-91
Jackson,Building at 306 South Second Street,306 S 2nd St ,,Bellevue,30-Aug-91
Jackson,Jackson County Courthouse,100 S 3rd St ,"Bounded by Third, Fourth, State and Court Streets.",Bellevue,02-Jul-81
Jackson,House at 505 Court Street,505  Court St ,,Bellevue,30-Aug-91
Jackson,Building at 101 North Riverview Street,101 N Riverview St ,,Bellevue,30-Aug-91
Jackson,Building at 126 South Riverview Street,126 S Riverview St ,,Bellevue,30-Aug-91
Jackson,Paradise Farm,,3 miles W. of Bellevue,Bellevue,13-Jul-77
Jackson,"Potter's, E. G., Jasper Flour Mill",300  Potter Dr ,,Bellevue,19-Apr-84
Jackson,Big Mill Homestead,  Paradise Valley Rd ,4.5 miles W of Bellevue,Bellevue,30-Aug-91
Jackson,Robb House and Spring House,  Spring Valley Rd ,W of Bellevue,Bellevue,30-Aug-91
Jackson,"Niemann, Theodore, House",  Spruce Creek Rd ,"3.5 miles NW of Bellevue, W of jct w/US 52",Bellevue,30-Aug-91
Jackson,Upper Paradise,  Paradise Valley Rd ,4 miles W. of Bellevue,Bellevue,30-Aug-91
Jackson,Canton School,  South St ,,Canton,24-Jul-79
Jackson,St. Patrick's Church -- Garryowen,,W. Bellevue--Cascade Rd (Co. Rd. D61),Garry Owen,24-Jul-92
Jackson,Hurstville Historic District,,N of Maquoketa on Hwy 61,Hurstville,03-Dec-79
Jackson,Harris Wagon and Carriage Shop,200 N Main St ,NW corner of Main and Pine,La Motte,24-Jul-92
Jackson,"Chicago, Milwaukee & St. Paul Narrow Gauge Depot--LaMotte",  Market St ,,La Motte,17-Feb-95
Jackson,Cundill Block,202 S Main St ,,Maquoketa,09-Aug-91
Jackson,House at 111 E Maple Street,111 E Maple St ,,Maquoketa,09-Aug-91
Jackson,Hotel Hurst,227 S Main St ,,Maquoketa,27-Dec-89
Jackson,"Sanborn, C.M., Building",203 S Main St ,,Maquoketa,09-Aug-91
Jackson,"Anderson, D. H., Building",129 S Main St ,,Maquoketa,10-Apr-86
Jackson,First National Bank,120 S Main St ,,Maquoketa,09-Aug-91
Jackson,Hotel Hurst Garage,219 S Main St ,,Maquoketa,27-Dec-89
Jackson,Merrero Building,111 S Main St ,,Maquoketa,09-Aug-91
Jackson,"Cooper, George, House",413 W Platt St ,,Maquoketa,09-Aug-91
Jackson,"Hurst, A. A., House",513 W Platt St ,,Maquoketa,09-Aug-91
Jackson,"Lake, John, House",601 W Platt St ,,Maquoketa,30-Dec-91
Jackson,Perham House,213 E Pleasant St ,,Maquoketa,09-Aug-91
Jackson,"Taubman, Henry, Residence",303 E Pleasant St ,,Maquoketa,09-Aug-91
